building_id,meter,timestamp,meter_reading
1249,1,2016-01-03 23:00:00,563.625
1249,1,2016-01-04 00:00:00,617.109
1249,1,2016-01-04 01:00:00,663.29
1249,1,2016-01-04 02:00:00,662.813
1249,1,2016-01-04 03:00:00,634.828
1249,1,2016-01-04 04:00:00,560.875
1249,1,2016-01-04 05:00:00,586.961
1249,1,2016-01-04 06:00:00,575.413
1249,1,2016-01-04 07:00:00,576.779
1249,1,2016-01-04 08:00:00,589.851
1249,1,2016-01-04 09:00:00,557.408
1249,1,2016-01-04 10:00:00,783.552
1249,1,2016-01-04 11:00:00,706.186
1249,1,2016-01-04 12:00:00,615.465
1249,1,2016-01-04 13:00:00,596.865
1249,1,2016-01-04 14:00:00,630.0740000000002
1249,1,2016-01-04 15:00:00,792.6239999999998
1249,1,2016-01-04 16:00:00,306.337
1249,1,2016-01-04 17:00:00,345.97
1249,1,2016-01-04 18:00:00,670.4860000000001
1249,1,2016-01-04 19:00:00,621.313
1249,1,2016-01-04 20:00:00,612.216
1249,1,2016-01-04 21:00:00,573.063
1249,1,2016-01-04 22:00:00,515.942
1249,1,2016-01-04 23:00:00,508.081
1249,1,2016-01-05 00:00:00,541.754
1249,1,2016-01-05 01:00:00,765.423
1249,1,2016-01-05 02:00:00,688.8389999999998
1249,1,2016-01-05 03:00:00,740.797
1249,1,2016-01-05 04:00:00,754.051
1249,1,2016-01-05 05:00:00,706.155
1249,1,2016-01-05 06:00:00,607.275
1249,1,2016-01-05 07:00:00,600.832
1249,1,2016-01-05 08:00:00,610.009
1249,1,2016-01-05 09:00:00,635.823
1249,1,2016-01-05 10:00:00,686.847
1249,1,2016-01-05 11:00:00,593.8240000000002
1249,1,2016-01-05 12:00:00,610.052
1249,1,2016-01-05 13:00:00,665.255
1249,1,2016-01-05 14:00:00,657.8580000000002
1249,1,2016-01-05 15:00:00,735.63
1249,1,2016-01-05 16:00:00,758.5930000000002
1249,1,2016-01-05 17:00:00,1047.33
1249,1,2016-01-05 18:00:00,929.391
1249,1,2016-01-05 19:00:00,929.811
1249,1,2016-01-05 20:00:00,950.207
1249,1,2016-01-05 21:00:00,1309.03
1249,1,2016-01-05 22:00:00,981.124
1249,1,2016-01-05 23:00:00,908.055
1249,1,2016-01-06 00:00:00,915.366
1249,1,2016-01-06 01:00:00,876.7410000000001
1249,1,2016-01-06 02:00:00,803.434
1249,1,2016-01-06 03:00:00,751.692
1249,1,2016-01-06 04:00:00,733.7180000000002
1249,1,2016-01-06 05:00:00,713.935
1249,1,2016-01-06 06:00:00,708.3610000000001
1249,1,2016-01-06 07:00:00,713.393
1249,1,2016-01-06 08:00:00,699.24
1249,1,2016-01-06 09:00:00,724.587
1249,1,2016-01-06 10:00:00,861.1060000000001
1249,1,2016-01-06 11:00:00,670.24
1249,1,2016-01-06 12:00:00,699.3810000000002
1249,1,2016-01-06 13:00:00,687.675
1249,1,2016-01-06 14:00:00,681.921
1249,1,2016-01-06 15:00:00,701.862
1249,1,2016-01-06 16:00:00,955.447
1249,1,2016-01-06 17:00:00,970.393
1249,1,2016-01-06 18:00:00,1094.89
1249,1,2016-01-06 19:00:00,553.404
1249,1,2016-01-06 20:00:00,784.04
1249,1,2016-01-06 21:00:00,921.754
1249,1,2016-01-06 22:00:00,761.553
1249,1,2016-01-06 23:00:00,681.403
1249,1,2016-01-07 00:00:00,547.857
1249,1,2016-01-07 01:00:00,623.105
1249,1,2016-01-07 02:00:00,513.252
1249,1,2016-01-07 03:00:00,636.375
1249,1,2016-01-07 04:00:00,759.122
1249,1,2016-01-07 05:00:00,878.1010000000001
1249,1,2016-01-07 06:00:00,924.999
1249,1,2016-01-07 07:00:00,837.029
1249,1,2016-01-07 08:00:00,862.916
1249,1,2016-01-07 09:00:00,837.6160000000001
1249,1,2016-01-07 10:00:00,886.564
1249,1,2016-01-07 11:00:00,847.189
1249,1,2016-01-07 12:00:00,963.281
1249,1,2016-01-07 13:00:00,823.133
1249,1,2016-01-07 14:00:00,995.785
1249,1,2016-01-07 15:00:00,556.569
1249,1,2016-01-07 16:00:00,573.07
1249,1,2016-01-07 17:00:00,1029.07
1249,1,2016-01-07 18:00:00,864.225
1249,1,2016-01-07 19:00:00,795.477
1249,1,2016-01-07 20:00:00,742.584
1249,1,2016-01-07 21:00:00,681.6289999999998
1249,1,2016-01-07 22:00:00,882.8860000000002
1249,1,2016-01-07 23:00:00,840.225
1249,1,2016-01-08 00:00:00,722.029
1249,1,2016-01-08 01:00:00,783.181
1249,1,2016-01-08 02:00:00,564.506
1249,1,2016-01-08 03:00:00,498.778
1249,1,2016-01-08 04:00:00,484.226
1249,1,2016-01-08 05:00:00,437.968
1249,1,2016-01-08 06:00:00,467.17
1249,1,2016-01-08 07:00:00,703.6189999999998
1249,1,2016-01-08 08:00:00,535.057
1249,1,2016-01-08 09:00:00,721.4019999999998
1249,1,2016-01-08 10:00:00,463.665
1249,1,2016-01-08 11:00:00,533.8290000000002
1249,1,2016-01-08 12:00:00,548.484
1249,1,2016-01-08 13:00:00,683.8739999999998
1249,1,2016-01-08 14:00:00,672.145
1249,1,2016-01-08 15:00:00,955.918
1249,1,2016-01-08 16:00:00,979.736
1249,1,2016-01-08 17:00:00,727.118
1249,1,2016-01-08 18:00:00,671.447
1249,1,2016-01-08 19:00:00,668.448
1249,1,2016-01-08 20:00:00,747.1460000000002
1249,1,2016-01-08 21:00:00,658.9060000000002
1249,1,2016-01-08 22:00:00,617.648
1249,1,2016-01-08 23:00:00,615.693
1249,1,2016-01-09 00:00:00,634.903
1249,1,2016-01-09 01:00:00,590.17
1249,1,2016-01-09 02:00:00,620.873
1249,1,2016-01-09 03:00:00,666.829
1249,1,2016-01-09 04:00:00,838.95
1249,1,2016-01-09 05:00:00,780.28
1249,1,2016-01-09 06:00:00,704.216
1249,1,2016-01-09 07:00:00,599.326
1249,1,2016-01-09 08:00:00,555.629
1249,1,2016-01-09 09:00:00,644.72
1249,1,2016-01-09 10:00:00,671.3969999999998
1249,1,2016-01-09 11:00:00,682.872
1249,1,2016-01-09 12:00:00,647.4259999999998
1249,1,2016-01-09 13:00:00,813.5980000000002
1249,1,2016-01-09 14:00:00,841.802
1249,1,2016-01-09 15:00:00,758.6610000000002
1249,1,2016-01-09 16:00:00,671.554
1249,1,2016-01-09 17:00:00,612.628
1249,1,2016-01-09 18:00:00,735.7660000000002
1249,1,2016-01-09 19:00:00,852.635
1249,1,2016-01-09 20:00:00,726.3639999999998
1249,1,2016-01-09 21:00:00,628.995
1249,1,2016-01-09 22:00:00,557.99
1249,1,2016-01-09 23:00:00,579.026
1249,1,2016-01-10 00:00:00,565.472
1249,1,2016-01-10 01:00:00,588.442
1249,1,2016-01-10 02:00:00,567.04
1249,1,2016-01-10 03:00:00,593.975
1249,1,2016-01-10 04:00:00,753.424
1249,1,2016-01-10 05:00:00,708.8560000000001
1249,1,2016-01-10 06:00:00,632.929
1249,1,2016-01-10 07:00:00,600.5319999999998
1249,1,2016-01-10 08:00:00,626.641
1249,1,2016-01-10 09:00:00,811.4580000000002
1249,1,2016-01-10 10:00:00,931.361
1249,1,2016-01-10 11:00:00,653.216
1249,1,2016-01-10 12:00:00,571.091
1249,1,2016-01-10 13:00:00,552.52
1249,1,2016-01-10 14:00:00,663.5219999999998
1249,1,2016-01-10 15:00:00,1009.6
1249,1,2016-01-10 16:00:00,1017.16
1249,1,2016-01-10 17:00:00,1303.35
1249,1,2016-01-10 18:00:00,1264.97
1249,1,2016-01-10 19:00:00,1157.93
1249,1,2016-01-10 20:00:00,735.225
1249,1,2016-01-10 21:00:00,828.057
1249,1,2016-01-10 22:00:00,680.1360000000002
1249,1,2016-01-10 23:00:00,589.284
1249,1,2016-01-11 00:00:00,649.05
1249,1,2016-01-11 01:00:00,640.646
1249,1,2016-01-11 02:00:00,970.554
1249,1,2016-01-11 03:00:00,702.9
1249,1,2016-01-11 04:00:00,586.0219999999998
1249,1,2016-01-11 05:00:00,513.214
1249,1,2016-01-11 06:00:00,723.8430000000002
1249,1,2016-01-11 07:00:00,473.94
1249,1,2016-01-11 08:00:00,486.859
1249,1,2016-01-11 09:00:00,852.432
1249,1,2016-01-11 10:00:00,938.949
1249,1,2016-01-11 11:00:00,817.81
1249,1,2016-01-11 12:00:00,871.785
1249,1,2016-01-11 13:00:00,880.2130000000002
1249,1,2016-01-11 14:00:00,741.671
1249,1,2016-01-11 15:00:00,1021.07
1249,1,2016-01-11 16:00:00,1122.36
1249,1,2016-01-11 17:00:00,587.922
1249,1,2016-01-11 18:00:00,884.297
1249,1,2016-01-11 19:00:00,891.063
1249,1,2016-01-11 20:00:00,714.5039999999998
1249,1,2016-01-11 21:00:00,780.305
1249,1,2016-01-11 22:00:00,628.863
1249,1,2016-01-11 23:00:00,524.109
1249,1,2016-01-12 00:00:00,511.459
1249,1,2016-01-12 01:00:00,485.872
1249,1,2016-01-12 02:00:00,640.32
1249,1,2016-01-12 03:00:00,570.9490000000002
1249,1,2016-01-12 04:00:00,681.7339999999998
1249,1,2016-01-12 05:00:00,762.248
1249,1,2016-01-12 06:00:00,789.748
1249,1,2016-01-12 07:00:00,718.544
1249,1,2016-01-12 08:00:00,784.3560000000001
1249,1,2016-01-12 09:00:00,856.8380000000002
1249,1,2016-01-12 10:00:00,863.926
1249,1,2016-01-12 11:00:00,841.946
1249,1,2016-01-12 12:00:00,826.329
1249,1,2016-01-12 13:00:00,857.429
1249,1,2016-01-12 14:00:00,896.3989999999999
1249,1,2016-01-12 15:00:00,1344.44
1249,1,2016-01-12 16:00:00,485.05300000000005
1249,1,2016-01-12 17:00:00,638.061
1249,1,2016-01-12 18:00:00,746.933
1249,1,2016-01-12 19:00:00,523.214
1249,1,2016-01-12 20:00:00,666.918
1249,1,2016-01-12 21:00:00,617.363
1249,1,2016-01-12 22:00:00,748.697
1249,1,2016-01-12 23:00:00,574.74
1249,1,2016-01-13 00:00:00,572.82
1249,1,2016-01-13 01:00:00,654.043
1249,1,2016-01-13 02:00:00,495.461
1249,1,2016-01-13 03:00:00,608.597
1249,1,2016-01-13 04:00:00,511.557
1249,1,2016-01-13 05:00:00,714.1189999999998
1249,1,2016-01-13 06:00:00,793.429
1249,1,2016-01-13 07:00:00,749.3439999999998
1249,1,2016-01-13 08:00:00,789.946
1249,1,2016-01-13 09:00:00,803.7710000000002
1249,1,2016-01-13 10:00:00,747.372
1249,1,2016-01-13 11:00:00,723.689
1249,1,2016-01-13 12:00:00,762.4019999999998
1249,1,2016-01-13 13:00:00,792.785
1249,1,2016-01-13 14:00:00,729.802
1249,1,2016-01-13 15:00:00,725.832
1249,1,2016-01-13 16:00:00,1139.51
1249,1,2016-01-13 17:00:00,886.25
1249,1,2016-01-13 18:00:00,1070.44
1249,1,2016-01-13 19:00:00,970.515
1249,1,2016-01-13 20:00:00,1113.79
1249,1,2016-01-13 21:00:00,903.626
1249,1,2016-01-13 22:00:00,1014.57
1249,1,2016-01-13 23:00:00,0.0
1249,1,2016-01-14 00:00:00,913.123
1249,1,2016-01-14 01:00:00,870.37
1249,1,2016-01-14 02:00:00,831.455
1249,1,2016-01-14 03:00:00,855.078
1249,1,2016-01-14 04:00:00,858.663
1249,1,2016-01-14 05:00:00,971.132
1249,1,2016-01-14 06:00:00,885.552
1249,1,2016-01-14 07:00:00,1040.08
1249,1,2016-01-14 08:00:00,899.566
1249,1,2016-01-14 09:00:00,874.2810000000002
1249,1,2016-01-14 10:00:00,891.775
1249,1,2016-01-14 11:00:00,924.348
1249,1,2016-01-14 12:00:00,866.822
1249,1,2016-01-14 13:00:00,836.203
1249,1,2016-01-14 14:00:00,836.203
1249,1,2016-01-14 15:00:00,836.203
1249,1,2016-01-14 16:00:00,836.203
1249,1,2016-01-14 17:00:00,836.203
1249,1,2016-01-14 18:00:00,836.203
1249,1,2016-01-14 19:00:00,836.203
1249,1,2016-01-14 20:00:00,836.203
1249,1,2016-01-14 21:00:00,836.203
1249,1,2016-01-14 22:00:00,836.203
1249,1,2016-01-14 23:00:00,836.203
1249,1,2016-01-15 00:00:00,836.203
1249,1,2016-01-15 01:00:00,836.203
1249,1,2016-01-15 02:00:00,836.203
1249,1,2016-01-15 03:00:00,836.203
1249,1,2016-01-15 04:00:00,836.203
1249,1,2016-01-15 05:00:00,836.203
1249,1,2016-01-15 06:00:00,836.203
1249,1,2016-01-15 07:00:00,836.203
1249,1,2016-01-15 08:00:00,836.203
1249,1,2016-01-15 09:00:00,836.203
1249,1,2016-01-15 10:00:00,836.203
1249,1,2016-01-15 11:00:00,836.203
1249,1,2016-01-15 12:00:00,721.36
1249,1,2016-01-15 13:00:00,585.571
1249,1,2016-01-15 14:00:00,630.687
1249,1,2016-01-15 15:00:00,704.568
1249,1,2016-01-15 16:00:00,843.564
1249,1,2016-01-15 17:00:00,678.4730000000002
1249,1,2016-01-15 18:00:00,963.04
1249,1,2016-01-15 19:00:00,553.185
1249,1,2016-01-15 20:00:00,687.578
1249,1,2016-01-15 21:00:00,802.472
1249,1,2016-01-15 22:00:00,638.905
1249,1,2016-01-15 23:00:00,591.01
1249,1,2016-01-16 00:00:00,691.0930000000002
1249,1,2016-01-16 01:00:00,1102.11
1249,1,2016-01-16 02:00:00,804.302
1249,1,2016-01-16 03:00:00,715.957
1249,1,2016-01-16 04:00:00,667.31
1249,1,2016-01-16 05:00:00,596.268
1249,1,2016-01-16 06:00:00,645.02
1249,1,2016-01-16 07:00:00,660.4839999999998
1249,1,2016-01-16 08:00:00,674.3839999999999
1249,1,2016-01-16 09:00:00,640.124
1249,1,2016-01-16 10:00:00,680.428
1249,1,2016-01-16 11:00:00,563.8530000000002
1249,1,2016-01-16 12:00:00,569.7769999999998
1249,1,2016-01-16 13:00:00,724.987
1249,1,2016-01-16 14:00:00,852.2719999999998
1249,1,2016-01-16 15:00:00,935.761
1249,1,2016-01-16 16:00:00,661.21
1249,1,2016-01-16 17:00:00,705.9780000000002
1249,1,2016-01-16 18:00:00,665.01
1249,1,2016-01-16 19:00:00,685.8560000000001
1249,1,2016-01-16 20:00:00,820.8639999999998
1249,1,2016-01-16 21:00:00,750.31
1249,1,2016-01-16 22:00:00,765.158
1249,1,2016-01-16 23:00:00,710.0419999999998
1249,1,2016-01-17 00:00:00,521.565
1249,1,2016-01-17 01:00:00,529.876
1249,1,2016-01-17 02:00:00,552.286
1249,1,2016-01-17 03:00:00,631.0269999999998
1249,1,2016-01-17 04:00:00,744.211
1249,1,2016-01-17 05:00:00,575.776
1249,1,2016-01-17 06:00:00,655.252
1249,1,2016-01-17 07:00:00,556.106
1249,1,2016-01-17 08:00:00,540.639
1249,1,2016-01-17 09:00:00,788.0169999999998
1249,1,2016-01-17 10:00:00,786.5039999999998
1249,1,2016-01-17 11:00:00,553.595
1249,1,2016-01-17 12:00:00,558.684
1249,1,2016-01-17 13:00:00,549.318
1249,1,2016-01-17 14:00:00,561.509
1249,1,2016-01-17 15:00:00,574.2330000000002
1249,1,2016-01-17 16:00:00,681.262
1249,1,2016-01-17 17:00:00,864.175
1249,1,2016-01-17 18:00:00,739.7739999999999
1249,1,2016-01-17 19:00:00,491.904
1249,1,2016-01-17 20:00:00,505.799
1249,1,2016-01-17 21:00:00,596.153
1249,1,2016-01-17 22:00:00,694.475
1249,1,2016-01-17 23:00:00,565.606
1249,1,2016-01-18 00:00:00,529.395
1249,1,2016-01-18 01:00:00,480.416
1249,1,2016-01-18 02:00:00,536.3240000000002
1249,1,2016-01-18 03:00:00,666.048
1249,1,2016-01-18 04:00:00,602.745
1249,1,2016-01-18 05:00:00,447.406
1249,1,2016-01-18 06:00:00,459.833
1249,1,2016-01-18 07:00:00,533.145
1249,1,2016-01-18 08:00:00,605.1619999999998
1249,1,2016-01-18 09:00:00,686.372
1249,1,2016-01-18 10:00:00,817.799
1249,1,2016-01-18 11:00:00,666.238
1249,1,2016-01-18 12:00:00,668.164
1249,1,2016-01-18 13:00:00,668.168
1249,1,2016-01-18 14:00:00,695.789
1249,1,2016-01-18 15:00:00,704.2410000000001
1249,1,2016-01-18 16:00:00,676.2280000000002
1249,1,2016-01-18 17:00:00,343.232
1249,1,2016-01-18 18:00:00,333.63699999999994
1249,1,2016-01-18 19:00:00,305.075
1249,1,2016-01-18 20:00:00,809.8389999999998
1249,1,2016-01-18 21:00:00,524.7819999999998
1249,1,2016-01-18 22:00:00,304.298
1249,1,2016-01-18 23:00:00,315.333
1249,1,2016-01-19 00:00:00,275.371
1249,1,2016-01-19 01:00:00,266.103
1249,1,2016-01-19 02:00:00,278.71
1249,1,2016-01-19 03:00:00,292.03
1249,1,2016-01-19 04:00:00,460.759
1249,1,2016-01-19 05:00:00,514.747
1249,1,2016-01-19 06:00:00,569.4490000000002
1249,1,2016-01-19 07:00:00,586.236
1249,1,2016-01-19 08:00:00,593.2669999999998
1249,1,2016-01-19 09:00:00,612.188
1249,1,2016-01-19 10:00:00,612.495
1249,1,2016-01-19 11:00:00,572.687
1249,1,2016-01-19 12:00:00,619.975
1249,1,2016-01-19 13:00:00,645.975
1249,1,2016-01-19 14:00:00,619.442
1249,1,2016-01-19 15:00:00,711.061
1249,1,2016-01-19 16:00:00,650.53
1249,1,2016-01-19 17:00:00,730.883
1249,1,2016-01-19 18:00:00,704.382
1249,1,2016-01-19 19:00:00,712.85
1249,1,2016-01-19 20:00:00,722.569
1249,1,2016-01-19 21:00:00,700.1010000000001
1249,1,2016-01-19 22:00:00,665.3969999999998
1249,1,2016-01-19 23:00:00,724.409
1249,1,2016-01-20 00:00:00,682.2639999999999
1249,1,2016-01-20 01:00:00,686.56
1249,1,2016-01-20 02:00:00,653.012
1249,1,2016-01-20 03:00:00,677.077
1249,1,2016-01-20 04:00:00,658.065
1249,1,2016-01-20 05:00:00,693.69
1249,1,2016-01-20 06:00:00,671.0369999999998
1249,1,2016-01-20 07:00:00,686.6089999999998
1249,1,2016-01-20 08:00:00,643.273
1249,1,2016-01-20 09:00:00,670.08
1249,1,2016-01-20 10:00:00,656.7739999999999
1249,1,2016-01-20 11:00:00,625.637
1249,1,2016-01-20 12:00:00,680.06
1249,1,2016-01-20 13:00:00,658.2689999999999
1249,1,2016-01-20 14:00:00,674.107
1249,1,2016-01-20 15:00:00,697.201
1249,1,2016-01-20 16:00:00,1349.1
1249,1,2016-01-20 17:00:00,446.231
1249,1,2016-01-20 18:00:00,721.1460000000002
1249,1,2016-01-20 19:00:00,681.648
1249,1,2016-01-20 20:00:00,720.072
1249,1,2016-01-20 21:00:00,585.429
1249,1,2016-01-20 22:00:00,489.24300000000005
1249,1,2016-01-20 23:00:00,505.852
1249,1,2016-01-21 00:00:00,582.246
1249,1,2016-01-21 01:00:00,709.701
1249,1,2016-01-21 02:00:00,928.946
1249,1,2016-01-21 03:00:00,761.193
1249,1,2016-01-21 04:00:00,720.217
1249,1,2016-01-21 05:00:00,742.5260000000002
1249,1,2016-01-21 06:00:00,935.46
1249,1,2016-01-21 07:00:00,753.6510000000002
1249,1,2016-01-21 08:00:00,754.67
1249,1,2016-01-21 09:00:00,774.795
1249,1,2016-01-21 10:00:00,727.75
1249,1,2016-01-21 11:00:00,687.554
1249,1,2016-01-21 12:00:00,698.9989999999998
1249,1,2016-01-21 13:00:00,690.6619999999998
1249,1,2016-01-21 14:00:00,739.6210000000002
1249,1,2016-01-21 15:00:00,963.656
1249,1,2016-01-21 16:00:00,993.26
1249,1,2016-01-21 17:00:00,500.62
1249,1,2016-01-21 18:00:00,698.7510000000002
1249,1,2016-01-21 19:00:00,1050.67
1249,1,2016-01-21 20:00:00,978.958
1249,1,2016-01-21 21:00:00,789.235
1249,1,2016-01-21 22:00:00,727.922
1249,1,2016-01-21 23:00:00,808.455
1249,1,2016-01-22 00:00:00,787.154
1249,1,2016-01-22 01:00:00,766.38
1249,1,2016-01-22 02:00:00,863.955
1249,1,2016-01-22 03:00:00,766.1410000000002
1249,1,2016-01-22 04:00:00,750.5219999999998
1249,1,2016-01-22 05:00:00,759.092
1249,1,2016-01-22 06:00:00,682.13
1249,1,2016-01-22 07:00:00,735.238
1249,1,2016-01-22 08:00:00,564.139
1249,1,2016-01-22 09:00:00,600.674
1249,1,2016-01-22 10:00:00,637.251
1249,1,2016-01-22 11:00:00,634.231
1249,1,2016-01-22 12:00:00,696.079
1249,1,2016-01-22 13:00:00,685.172
1249,1,2016-01-22 14:00:00,698.977
1249,1,2016-01-22 15:00:00,699.1189999999998
1249,1,2016-01-22 16:00:00,690.7919999999998
1249,1,2016-01-22 17:00:00,677.694
1249,1,2016-01-22 18:00:00,689.6060000000001
1249,1,2016-01-22 19:00:00,679.2860000000002
1249,1,2016-01-22 20:00:00,697.191
1249,1,2016-01-22 21:00:00,729.5060000000002
1249,1,2016-01-22 22:00:00,716.388
1249,1,2016-01-22 23:00:00,698.283
1249,1,2016-01-23 00:00:00,661.39
1249,1,2016-01-23 01:00:00,704.175
1249,1,2016-01-23 02:00:00,675.4939999999998
1249,1,2016-01-23 03:00:00,698.561
1249,1,2016-01-23 04:00:00,670.1060000000001
1249,1,2016-01-23 05:00:00,697.1
1249,1,2016-01-23 06:00:00,691.828
1249,1,2016-01-23 07:00:00,682.79
1249,1,2016-01-23 08:00:00,682.51
1249,1,2016-01-23 09:00:00,700.576
1249,1,2016-01-23 10:00:00,723.342
1249,1,2016-01-23 11:00:00,718.936
1249,1,2016-01-23 12:00:00,695.6080000000002
1249,1,2016-01-23 13:00:00,690.566
1249,1,2016-01-23 14:00:00,706.123
1249,1,2016-01-23 15:00:00,722.727
1249,1,2016-01-23 16:00:00,700.285
1249,1,2016-01-23 17:00:00,733.102
1249,1,2016-01-23 18:00:00,708.186
1249,1,2016-01-23 19:00:00,705.7330000000002
1249,1,2016-01-23 20:00:00,719.934
1249,1,2016-01-23 21:00:00,692.61
1249,1,2016-01-23 22:00:00,728.154
1249,1,2016-01-23 23:00:00,704.436
1249,1,2016-01-24 00:00:00,710.23
1249,1,2016-01-24 01:00:00,723.8689999999998
1249,1,2016-01-24 02:00:00,707.8919999999998
1249,1,2016-01-24 03:00:00,1369.9
1249,1,2016-01-24 04:00:00,769.313
1249,1,2016-01-24 05:00:00,773.6139999999998
1249,1,2016-01-24 06:00:00,780.699
1249,1,2016-01-24 07:00:00,936.26
1249,1,2016-01-24 08:00:00,789.1289999999998
1249,1,2016-01-24 09:00:00,769.743
1249,1,2016-01-24 10:00:00,720.178
1249,1,2016-01-24 11:00:00,709.572
1249,1,2016-01-24 12:00:00,693.135
1249,1,2016-01-24 13:00:00,690.472
1249,1,2016-01-24 14:00:00,1223.18
1249,1,2016-01-24 15:00:00,972.353
1249,1,2016-01-24 16:00:00,855.701
1249,1,2016-01-24 17:00:00,1049.54
1249,1,2016-01-24 18:00:00,576.6080000000002
1249,1,2016-01-24 19:00:00,496.727
1249,1,2016-01-24 20:00:00,568.961
1249,1,2016-01-24 21:00:00,638.1
1249,1,2016-01-24 22:00:00,612.446
1249,1,2016-01-24 23:00:00,584.177
1249,1,2016-01-25 00:00:00,646.373
1249,1,2016-01-25 01:00:00,824.14
1249,1,2016-01-25 02:00:00,918.972
1249,1,2016-01-25 03:00:00,809.5980000000002
1249,1,2016-01-25 04:00:00,709.585
1249,1,2016-01-25 05:00:00,682.831
1249,1,2016-01-25 06:00:00,680.081
1249,1,2016-01-25 07:00:00,695.7139999999998
1249,1,2016-01-25 08:00:00,699.313
1249,1,2016-01-25 09:00:00,664.159
1249,1,2016-01-25 10:00:00,667.291
1249,1,2016-01-25 11:00:00,667.6469999999998
1249,1,2016-01-25 12:00:00,663.9169999999998
1249,1,2016-01-25 13:00:00,631.651
1249,1,2016-01-25 14:00:00,682.809
1249,1,2016-01-25 15:00:00,1132.9
1249,1,2016-01-25 16:00:00,983.155
1249,1,2016-01-25 17:00:00,1098.23
1249,1,2016-01-25 18:00:00,716.262
1249,1,2016-01-25 19:00:00,1022.71
1249,1,2016-01-25 20:00:00,958.479
1249,1,2016-01-25 21:00:00,555.119
1249,1,2016-01-25 22:00:00,796.424
1249,1,2016-01-25 23:00:00,570.7669999999998
1249,1,2016-01-26 00:00:00,628.75
1249,1,2016-01-26 01:00:00,478.676
1249,1,2016-01-26 02:00:00,641.047
1249,1,2016-01-26 03:00:00,826.452
1249,1,2016-01-26 04:00:00,747.742
1249,1,2016-01-26 05:00:00,800.523
1249,1,2016-01-26 06:00:00,807.206
1249,1,2016-01-26 07:00:00,938.087
1249,1,2016-01-26 08:00:00,787.195
1249,1,2016-01-26 09:00:00,852.923
